IDDIST,NOMBDEP,NOMBPROV,NOMBDIST,NOM_CAPITAL (LEGAL),COD_REG_NAT,REGION NATURAL
140116,LAMBAYEQUE,CHICLAYO,CAYALTI,CAYALTI,1,COSTA
140117,LAMBAYEQUE,CHICLAYO,PATAPO,PATAPO,1,COSTA
140118,LAMBAYEQUE,CHICLAYO,POMALCA,POMALCA,1,COSTA
140119,LAMBAYEQUE,CHICLAYO,PUCALA,PUCALA,1,COSTA
140120,LAMBAYEQUE,CHICLAYO,TUMAN,TUMAN,1,COSTA
140201,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,FERREÑAFE,1,COSTA
140202,LAMBAYEQUE,FERREÑAFE,CAÑARIS,CAÑARIS,2,SIERRA
140203,LAMBAYEQUE,FERREÑAFE,INCAHUASI,INCAHUASI,2,SIERRA
140204,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,MANUEL ANTONIO MESONES MURO,1,COSTA
140205,LAMBAYEQUE,FERREÑAFE,PITIPO,PITIPO,1,COSTA
140206,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,PUEBLO NUEVO,1,COSTA
140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,1,COSTA
140302,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,CHOCHOPE,1,COSTA
140303,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,ILLIMO,1,COSTA
140304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,JAYANCA,1,COSTA
140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,MOCHUMI,1,COSTA
140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,MORROPE,1,COSTA
140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,MOTUPE,1,COSTA
140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,OLMOS,1,COSTA
140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,PACORA,1,COSTA
140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,SALAS,1,COSTA
140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,SAN JOSE,1,COSTA
140312,LAMBAYEQUE,LAMBAYEQUE,TUCUME,TUCUME,1,COSTA
150101,LIMA,LIMA,LIMA,LIMA,1,COSTA
150102,LIMA,LIMA,ANCON,ANCON,1,COSTA
150103,LIMA,LIMA,ATE,VITARTE,1,COSTA
150104,LIMA,LIMA,BARRANCO,BARRANCO,1,COSTA
150105,LIMA,LIMA,BREÑA,BREÑA,1,COSTA
150106,LIMA,LIMA,CARABAYLLO,CARABAYLLO,1,COSTA
150107,LIMA,LIMA,CHACLACAYO,CHACLACAYO,1,COSTA
150108,LIMA,LIMA,CHORRILLOS,CHORRILLOS,1,COSTA
150109,LIMA,LIMA,CIENEGUILLA,CIENEGUILLA,1,COSTA
150110,LIMA,LIMA,COMAS,LA LIBERTAD,1,COSTA
150111,LIMA,LIMA,EL AGUSTINO,EL AGUSTINO,1,COSTA
150112,LIMA,LIMA,INDEPENDENCIA,INDEPENDENCIA,1,COSTA
150113,LIMA,LIMA,JESUS MARIA,JESUS MARIA,1,COSTA
150114,LIMA,LIMA,LA MOLINA,LA MOLINA,1,COSTA
150115,LIMA,LIMA,LA VICTORIA,LA VICTORIA,1,COSTA
150116,LIMA,LIMA,LINCE,LINCE,1,COSTA
150117,LIMA,LIMA,LOS OLIVOS,LAS PALMERAS,1,COSTA
150118,LIMA,LIMA,LURIGANCHO,CHOSICA,1,COSTA
150119,LIMA,LIMA,LURIN,LURIN,1,COSTA
150120,LIMA,LIMA,MAGDALENA DEL MAR,MAGDALENA DEL MAR,1,COSTA
150121,LIMA,LIMA,PUEBLO LIBRE,PUEBLO LIBRE,1,COSTA
150122,LIMA,LIMA,MIRAFLORES,MIRAFLORES,1,COSTA
150123,LIMA,LIMA,PACHACAMAC,PACHACAMAC,1,COSTA
150124,LIMA,LIMA,PUCUSANA,PUCUSANA,1,COSTA
150125,LIMA,LIMA,PUENTE PIEDRA,PUENTE PIEDRA,1,COSTA
150126,LIMA,LIMA,PUNTA HERMOSA,PUNTA HERMOSA,1,COSTA
150127,LIMA,LIMA,PUNTA NEGRA,PUNTA NEGRA,1,COSTA
150128,LIMA,LIMA,RIMAC,RIMAC,1,COSTA
150129,LIMA,LIMA,SAN BARTOLO,SAN BARTOLO,1,COSTA
150130,LIMA,LIMA,SAN BORJA,SAN FRANCISCO DE BORJA,1,COSTA
150131,LIMA,LIMA,SAN ISIDRO,SAN ISIDRO,1,COSTA
150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,SAN JUAN DE LURIGANCHO,1,COSTA
150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,CIUDAD DE DIOS,1,COSTA
150134,LIMA,LIMA,SAN LUIS,SAN LUIS,1,COSTA
150135,LIMA,LIMA,SAN MARTIN DE PORRES,BARRIO OBRERO INDUSTRIAL,1,COSTA
150136,LIMA,LIMA,SAN MIGUEL,SAN MIGUEL,1,COSTA
150137,LIMA,LIMA,SANTA ANITA,SANTA ANITA - LOS FICUS,1,COSTA
150138,LIMA,LIMA,SANTA MARIA DEL MAR,SANTA MARIA DEL MAR,1,COSTA
150139,LIMA,LIMA,SANTA ROSA,SANTA ROSA,1,COSTA
150140,LIMA,LIMA,SANTIAGO DE SURCO,SANTIAGO DE SURCO,1,COSTA
150141,LIMA,LIMA,SURQUILLO,SURQUILLO,1,COSTA
150142,LIMA,LIMA,VILLA EL SALVADOR,VILLA EL SALVADOR,1,COSTA
150143,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,VILLA MARIA DEL TRIUNFO,1,COSTA
150201,LIMA,BARRANCA,BARRANCA,BARRANCA,1,COSTA
150202,LIMA,BARRANCA,PARAMONGA,PARAMONGA,1,COSTA
150203,LIMA,BARRANCA,PATIVILCA,PATIVILCA,1,COSTA
150204,LIMA,BARRANCA,SUPE,SUPE,1,COSTA
150205,LIMA,BARRANCA,SUPE PUERTO,SUPE PUERTO,1,COSTA
150301,LIMA,CAJATAMBO,CAJATAMBO,CAJATAMBO,2,SIERRA
150302,LIMA,CAJATAMBO,COPA,COPA,2,SIERRA
150303,LIMA,CAJATAMBO,GORGOR,GORGOR,2,SIERRA
150304,LIMA,CAJATAMBO,HUANCAPON,HUANCAPON,2,SIERRA
150305,LIMA,CAJATAMBO,MANAS,MANAS,2,SIERRA
150401,LIMA,CANTA,CANTA,CANTA,2,SIERRA
150402,LIMA,CANTA,ARAHUAY,ARAHUAY,2,SIERRA
150403,LIMA,CANTA,HUAMANTANGA,HUAMANTANGA,2,SIERRA
150404,LIMA,CANTA,HUAROS,HUAROS,2,SIERRA
150405,LIMA,CANTA,LACHAQUI,LACHAQUI,2,SIERRA
150406,LIMA,CANTA,SAN BUENAVENTURA,SAN BUENAVENTURA,2,SIERRA
150407,LIMA,CANTA,SANTA ROSA DE QUIVES,YANGAS,1,COSTA
150501,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,SAN VICENTE DE CAÑETE,1,COSTA
150502,LIMA,CAÑETE,ASIA,ASIA,1,COSTA
150503,LIMA,CAÑETE,CALANGO,CALANGO,1,COSTA
150504,LIMA,CAÑETE,CERRO AZUL,CERRO AZUL,1,COSTA
150505,LIMA,CAÑETE,CHILCA,CHILCA,1,COSTA
150506,LIMA,CAÑETE,COAYLLO,COAYLLO,1,COSTA
150507,LIMA,CAÑETE,IMPERIAL,IMPERIAL,1,COSTA
150508,LIMA,CAÑETE,LUNAHUANA,LUNAHUANA,1,COSTA
150509,LIMA,CAÑETE,MALA,MALA,1,COSTA
150510,LIMA,CAÑETE,NUEVO IMPERIAL,NUEVO IMPERIAL,1,COSTA
150511,LIMA,CAÑETE,PACARAN,PACARAN,1,COSTA
150512,LIMA,CAÑETE,QUILMANA,QUILMANA,1,COSTA
150513,LIMA,CAÑETE,SAN ANTONIO,SAN ANTONIO,1,COSTA
150514,LIMA,CAÑETE,SAN LUIS,SAN LUIS,1,COSTA
150515,LIMA,CAÑETE,SANTA CRUZ DE FLORES,SANTA CRUZ DE FLORES,1,COSTA
150516,LIMA,CAÑETE,ZUÑIGA,ZUÑIGA,1,COSTA
150601,LIMA,HUARAL,HUARAL,HUARAL,1,COSTA
150602,LIMA,HUARAL,ATAVILLOS ALTO,PIRCA,2,SIERRA
150603,LIMA,HUARAL,ATAVILLOS BAJO,SAN AGUSTIN DE HUAYOPAMPA,1,COSTA
150604,LIMA,HUARAL,AUCALLAMA,AUCALLAMA,1,COSTA
150605,LIMA,HUARAL,CHANCAY,CHANCAY,1,COSTA
150606,LIMA,HUARAL,IHUARI,IHUARI,2,SIERRA
150607,LIMA,HUARAL,LAMPIAN,LAMPIAN,2,SIERRA
150608,LIMA,HUARAL,PACARAOS,PACARAOS,2,SIERRA
150609,LIMA,HUARAL,SAN MIGUEL DE ACOS,ACOS,1,COSTA
150610,LIMA,HUARAL,SANTA CRUZ DE ANDAMARCA,SANTA CRUZ DE ANDAMARCA,2,SIERRA
150611,LIMA,HUARAL,SUMBILCA,SUMBILCA,2,SIERRA
150612,LIMA,HUARAL,VEINTISIETE DE NOVIEMBRE,CARAC,2,SIERRA
150701,LIMA,HUAROCHIRI,MATUCANA,MATUCANA,2,SIERRA
150702,LIMA,HUAROCHIRI,ANTIOQUIA,ANTIOQUIA,1,COSTA
150703,LIMA,HUAROCHIRI,CALLAHUANCA,CALLAHUANCA,1,COSTA
150704,LIMA,HUAROCHIRI,CARAMPOMA,CARAMPOMA,2,SIERRA
150705,LIMA,HUAROCHIRI,CHICLA,CHICLA,2,SIERRA
150706,LIMA,HUAROCHIRI,CUENCA,SAN JOSE DE LOS CHORRILLOS,2,SIERRA
150707,LIMA,HUAROCHIRI,HUACHUPAMPA,SAN LORENZO DE HUACHUPAMPA,2,SIERRA
150708,LIMA,HUAROCHIRI,HUANZA,HUANZA,2,SIERRA
150709,LIMA,HUAROCHIRI,HUAROCHIRI,HUAROCHIRI,2,SIERRA
150710,LIMA,HUAROCHIRI,LAHUAYTAMBO,LAHUAYTAMBO,2,SIERRA
150711,LIMA,HUAROCHIRI,LANGA,LANGA,2,SIERRA
150712,LIMA,HUAROCHIRI,SAN PEDRO DE LARAOS,LARAOS,2,SIERRA
150713,LIMA,HUAROCHIRI,MARIATANA,MARIATANA,2,SIERRA
150714,LIMA,HUAROCHIRI,RICARDO PALMA,RICARDO PALMA,1,COSTA
150715,LIMA,HUAROCHIRI,SAN ANDRES DE TUPICOCHA,SAN ANDRES DE TUPICOCHA,2,SIERRA
150716,LIMA,HUAROCHIRI,SAN ANTONIO,CHACLLA,2,SIERRA
150717,LIMA,HUAROCHIRI,SAN BARTOLOME,SAN BARTOLOME,1,COSTA
150718,LIMA,HUAROCHIRI,SAN DAMIAN,SAN DAMIAN,2,SIERRA
150719,LIMA,HUAROCHIRI,SAN JUAN DE IRIS,SAN JUAN DE IRIS,2,SIERRA
150720,LIMA,HUAROCHIRI,SAN JUAN DE TANTARANCHE,SAN JUAN DE TANTARANCHE,2,SIERRA
150721,LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,SAN LORENZO DE QUINTI,2,SIERRA
150722,LIMA,HUAROCHIRI,SAN MATEO,SAN MATEO,2,SIERRA
150723,LIMA,HUAROCHIRI,SAN MATEO DE OTAO,SAN JUAN DE LANCA,2,SIERRA
150724,LIMA,HUAROCHIRI,SAN PEDRO DE CASTA,SAN PEDRO DE CASTA,2,SIERRA
150725,LIMA,HUAROCHIRI,SAN PEDRO DE HUANCAYRE,SAN PEDRO,2,SIERRA
150726,LIMA,HUAROCHIRI,SANGALLAYA,SANGALLAYA,2,SIERRA
150727,LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,COCACHACRA,1,COSTA
150728,LIMA,HUAROCHIRI,SANTA EULALIA,SANTA EULALIA,1,COSTA
150729,LIMA,HUAROCHIRI,SANTIAGO DE ANCHUCAYA,SANTIAGO DE ANCHUCAYA,2,SIERRA
150730,LIMA,HUAROCHIRI,SANTIAGO DE TUNA,SANTIAGO DE TUNA,2,SIERRA
150731,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,SANTO DOMINGO DE LOS OLLEROS,2,SIERRA
150732,LIMA,HUAROCHIRI,SURCO,SURCO,2,SIERRA
150801,LIMA,HUAURA,HUACHO,HUACHO,1,COSTA
150802,LIMA,HUAURA,AMBAR,AMBAR,2,SIERRA
150803,LIMA,HUAURA,CALETA DE CARQUIN,CALETA DE CARQUIN,1,COSTA
150804,LIMA,HUAURA,CHECRAS,MARAY,2,SIERRA
150805,LIMA,HUAURA,HUALMAY,HUALMAY,1,COSTA
150806,LIMA,HUAURA,HUAURA,HUAURA,1,COSTA
150807,LIMA,HUAURA,LEONCIO PRADO,SANTA CRUZ,2,SIERRA
150808,LIMA,HUAURA,PACCHO,PACCHO,2,SIERRA
150809,LIMA,HUAURA,SANTA LEONOR,JUCUL,2,SIERRA
150810,LIMA,HUAURA,SANTA MARIA,CRUZ BLANCA,1,COSTA
150811,LIMA,HUAURA,SAYAN,SAYAN,1,COSTA
150812,LIMA,HUAURA,VEGUETA,VEGUETA,1,COSTA
150901,LIMA,OYON,OYON,OYON,2,SIERRA
150902,LIMA,OYON,ANDAJES,ANDAJES,2,SIERRA
150903,LIMA,OYON,CAUJUL,CAUJUL,2,SIERRA
150904,LIMA,OYON,COCHAMARCA,COCHAMARCA,2,SIERRA
150905,LIMA,OYON,NAVAN,NAVAN,2,SIERRA
150906,LIMA,OYON,PACHANGARA,CHURIN,2,SIERRA
151001,LIMA,YAUYOS,YAUYOS,YAUYOS,2,SIERRA
151002,LIMA,YAUYOS,ALIS,ALIS,2,SIERRA
151003,LIMA,YAUYOS,ALLAUCA,ALLAUCA,2,SIERRA
151004,LIMA,YAUYOS,AYAVIRI,AYAVIRI,2,SIERRA
151005,LIMA,YAUYOS,AZANGARO,AZANGARO,2,SIERRA
151006,LIMA,YAUYOS,CACRA,CACRA,2,SIERRA
151007,LIMA,YAUYOS,CARANIA,CARANIA,2,SIERRA
151008,LIMA,YAUYOS,CATAHUASI,CATAHUASI,1,COSTA
151009,LIMA,YAUYOS,CHOCOS,CHOCOS,2,SIERRA
151010,LIMA,YAUYOS,COCHAS,COCHAS,2,SIERRA
151011,LIMA,YAUYOS,COLONIA,COLONIA,2,SIERRA
151012,LIMA,YAUYOS,HONGOS,HONGOS,2,SIERRA
151013,LIMA,YAUYOS,HUAMPARA,HUAMPARA,2,SIERRA
151014,LIMA,YAUYOS,HUANCAYA,HUANCAYA,2,SIERRA
151015,LIMA,YAUYOS,HUANGASCAR,HUANGASCAR,2,SIERRA
151016,LIMA,YAUYOS,HUANTAN,HUANTAN,2,SIERRA
151017,LIMA,YAUYOS,HUAÑEC,HUAÑEC,2,SIERRA
151018,LIMA,YAUYOS,LARAOS,LARAOS,2,SIERRA
151019,LIMA,YAUYOS,LINCHA,LINCHA,2,SIERRA
151020,LIMA,YAUYOS,MADEAN,MADEAN,2,SIERRA
151021,LIMA,YAUYOS,MIRAFLORES,MIRAFLORES,2,SIERRA
151022,LIMA,YAUYOS,OMAS,OMAS,1,COSTA
151023,LIMA,YAUYOS,PUTINZA,SAN LORENZO DE PUTINZA,1,COSTA
151024,LIMA,YAUYOS,QUINCHES,QUINCHES,2,SIERRA
151025,LIMA,YAUYOS,QUINOCAY,QUINOCAY,2,SIERRA
151026,LIMA,YAUYOS,SAN JOAQUIN,SAN JOAQUIN,2,SIERRA
151027,LIMA,YAUYOS,SAN PEDRO DE PILAS,SAN PEDRO DE PILAS,2,SIERRA
151028,LIMA,YAUYOS,TANTA,TANTA,2,SIERRA
151029,LIMA,YAUYOS,TAURIPAMPA,TAURIPAMPA,2,SIERRA
151030,LIMA,YAUYOS,TOMAS,TOMAS,2,SIERRA
151031,LIMA,YAUYOS,TUPE,TUPE,2,SIERRA
151032,LIMA,YAUYOS,VIÑAC,VIÑAC,2,SIERRA
151033,LIMA,YAUYOS,VITIS,VITIS,2,SIERRA
160101,LORETO,MAYNAS,IQUITOS,IQUITOS,4,SELVA BAJA
160102,LORETO,MAYNAS,ALTO NANAY,SANTA MARIA DE NANAY,4,SELVA BAJA
160103,LORETO,MAYNAS,FERNANDO LORES,TAMSHIYACU,4,SELVA BAJA
160104,LORETO,MAYNAS,INDIANA,INDIANA,4,SELVA BAJA
160105,LORETO,MAYNAS,LAS AMAZONAS,FRANCISCO DE ORELLANA,4,SELVA BAJA
160106,LORETO,MAYNAS,MAZAN,MAZAN,4,SELVA BAJA
160107,LORETO,MAYNAS,NAPO,SANTA CLOTILDE,4,SELVA BAJA
160108,LORETO,MAYNAS,PUNCHANA,PUNCHANA,4,SELVA BAJA
160110,LORETO,MAYNAS,TORRES CAUSANA,PANTOJA,4,SELVA BAJA
160112,LORETO,MAYNAS,BELEN,BELEN,4,SELVA BAJA
160113,LORETO,MAYNAS,SAN JUAN BAUTISTA,SAN JUAN,4,SELVA BAJA
160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,YURIMAGUAS,4,SELVA BAJA
160202,LORETO,ALTO AMAZONAS,BALSAPUERTO,BALSAPUERTO,4,SELVA BAJA
160205,LORETO,ALTO AMAZONAS,JEBEROS,JEBEROS,4,SELVA BAJA
160206,LORETO,ALTO AMAZONAS,LAGUNAS,LAGUNAS,4,SELVA BAJA
160210,LORETO,ALTO AMAZONAS,SANTA CRUZ,SANTA CRUZ,4,SELVA BAJA
160211,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,SHUCUSHUYACU,4,SELVA BAJA
160301,LORETO,LORETO,NAUTA,NAUTA,4,SELVA BAJA
160302,LORETO,LORETO,PARINARI,PARINARI,4,SELVA BAJA
160303,LORETO,LORETO,TIGRE,INTUTU,4,SELVA BAJA
160304,LORETO,LORETO,TROMPETEROS,VILLA TROMPETEROS,4,SELVA BAJA
160305,LORETO,LORETO,URARINAS,CONCORDIA,4,SELVA BAJA
160401,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,CABALLOCOCHA,4,SELVA BAJA
160402,LORETO,MARISCAL RAMON CASTILLA,PEBAS,PEBAS,4,SELVA BAJA
160403,LORETO,MARISCAL RAMON CASTILLA,YAVARI,ISLANDIA /13,4,SELVA BAJA
160404,LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,SAN PABLO DE LORETO,4,SELVA BAJA
160501,LORETO,REQUENA,REQUENA,REQUENA,4,SELVA BAJA
160502,LORETO,REQUENA,ALTO TAPICHE,SANTA ELENA,4,SELVA BAJA
160503,LORETO,REQUENA,CAPELO,FLOR DE PUNGA,4,SELVA BAJA
160504,LORETO,REQUENA,EMILIO SAN MARTIN,TAMANCO,4,SELVA BAJA
160505,LORETO,REQUENA,MAQUIA,SANTA ISABEL,4,SELVA BAJA
160506,LORETO,REQUENA,PUINAHUA,BRETAÑA,4,SELVA BAJA
160507,LORETO,REQUENA,SAQUENA,BAGAZAN,4,SELVA BAJA
160508,LORETO,REQUENA,SOPLIN,NUEVA ALEJANDRIA (CURINGA),4,SELVA BAJA
160509,LORETO,REQUENA,TAPICHE,IBERIA,4,SELVA BAJA
160510,LORETO,REQUENA,JENARO HERRERA,JENARO HERRERA,4,SELVA BAJA
160511,LORETO,REQUENA,YAQUERANA,ANGAMOS,4,SELVA BAJA
160601,LORETO,UCAYALI,CONTAMANA,CONTAMANA,4,SELVA BAJA
160602,LORETO,UCAYALI,INAHUAYA,INAHUAYA,4,SELVA BAJA
160603,LORETO,UCAYALI,PADRE MARQUEZ,TIRUNTAN,4,SELVA BAJA
160604,LORETO,UCAYALI,PAMPA HERMOSA,PAMPA HERMOSA,4,SELVA BAJA
160605,LORETO,UCAYALI,SARAYACU,DOS DE MAYO,4,SELVA BAJA
160606,LORETO,UCAYALI,VARGAS GUERRA,ORELLANA,4,SELVA BAJA
160701,LORETO,DATEM DEL MARAÑON,BARRANCA,SAN LORENZO,4,SELVA BAJA
160702,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,SANTA MARIA DE CAHUAPANAS,4,SELVA BAJA
160703,LORETO,DATEM DEL MARAÑON,MANSERICHE,SARAMIRIZA,4,SELVA BAJA
160704,LORETO,DATEM DEL MARAÑON,MORONA,PUERTO ALEGRIA,4,SELVA BAJA
160705,LORETO,DATEM DEL MARAÑON,PASTAZA,ULLPAYACU,4,SELVA BAJA
160706,LORETO,DATEM DEL MARAÑON,ANDOAS,ALIANZA CRISTIANA,4,SELVA BAJA
160801,LORETO,PUTUMAYO,PUTUMAYO,SAN ANTONIO DEL ESTRECHO,4,SELVA BAJA
160802,LORETO,PUTUMAYO,ROSA PANDURO,SANTA MERCEDES,4,SELVA BAJA
160803,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,SOPLIN VARGAS,4,SELVA BAJA
160804,LORETO,PUTUMAYO,YAGUAS,REMANSO,4,SELVA BAJA
170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,PUERTO MALDONADO,4,SELVA BAJA
170102,MADRE DE DIOS,TAMBOPATA,INAMBARI,MAZUKO,4,SELVA BAJA
170103,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,LAS PIEDRAS (PLANCHON),4,SELVA BAJA
170104,MADRE DE DIOS,TAMBOPATA,LABERINTO,PUERTO ROSARIO DE LABERINTO,4,SELVA BAJA
170201,MADRE DE DIOS,MANU,MANU,SALVACION,3,SELVA ALTA
170202,MADRE DE DIOS,MANU,FITZCARRALD,BOCA MANU,4,SELVA BAJA
170203,MADRE DE DIOS,MANU,MADRE DE DIOS,BOCA COLORADO,4,SELVA BAJA
170204,MADRE DE DIOS,MANU,HUEPETUHE,HUEPETUHE,4,SELVA BAJA
170301,MADRE DE DIOS,TAHUAMANU,IÑAPARI,IÑAPARI,4,SELVA BAJA
170302,MADRE DE DIOS,TAHUAMANU,IBERIA,IBERIA,4,SELVA BAJA
170303,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,SAN LORENZO,4,SELVA BAJA
180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,MOQUEGUA,1,COSTA
180102,MOQUEGUA,MARISCAL NIETO,CARUMAS,CARUMAS,2,SIERRA
180103,MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,CUCHUMBAYA,2,SIERRA
180104,MOQUEGUA,MARISCAL NIETO,SAMEGUA,SAMEGUA,1,COSTA
180105,MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,CALACOA,2,SIERRA
180106,MOQUEGUA,MARISCAL NIETO,TORATA,TORATA,2,SIERRA
180107,MOQUEGUA,MARISCAL NIETO,SAN ANTONIO,SAN ANTONIO,1,COSTA
180201,MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,OMATE,2,SIERRA
180202,MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,CHOJATA,2,SIERRA
180203,MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,COALAQUE,2,SIERRA
180204,MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUÑA,ICHUÑA,2,SIERRA
180205,MOQUEGUA,GENERAL SANCHEZ CERRO,LA CAPILLA,LA CAPILLA,1,COSTA
180206,MOQUEGUA,GENERAL SANCHEZ CERRO,LLOQUE,LLOQUE,2,SIERRA
180207,MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,MATALAQUE,2,SIERRA
180208,MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,PUQUINA,2,SIERRA
180209,MOQUEGUA,GENERAL SANCHEZ CERRO,QUINISTAQUILLAS,QUINISTAQUILLAS,1,COSTA
180210,MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,UBINAS,2,SIERRA
180211,MOQUEGUA,GENERAL SANCHEZ CERRO,YUNGA,YUNGA,2,SIERRA
180301,MOQUEGUA,ILO,ILO,ILO,1,COSTA
180302,MOQUEGUA,ILO,EL ALGARROBAL,EL ALGARROBAL,1,COSTA
180303,MOQUEGUA,ILO,PACOCHA,PUEBLO NUEVO,1,COSTA
190101,PASCO,PASCO,CHAUPIMARCA,CERRO DE PASCO,2,SIERRA
190102,PASCO,PASCO,HUACHON,HUACHON,2,SIERRA
190103,PASCO,PASCO,HUARIACA,HUARIACA,2,SIERRA
190104,PASCO,PASCO,HUAYLLAY,HUAYLLAY,2,SIERRA
190105,PASCO,PASCO,NINACACA,NINACACA,2,SIERRA
190106,PASCO,PASCO,PALLANCHACRA,PALLANCHACRA,2,SIERRA
190107,PASCO,PASCO,PAUCARTAMBO,PAUCARTAMBO,2,SIERRA
190108,PASCO,PASCO,SAN FRANCISCO DE ASIS DE YARUSYACAN,YARUSYACAN,2,SIERRA
190109,PASCO,PASCO,SIMON BOLIVAR,SAN ANTONIO DE RANCAS,2,SIERRA
190110,PASCO,PASCO,TICLACAYAN,TICLACAYAN,2,SIERRA
190111,PASCO,PASCO,TINYAHUARCO,TINYAHUARCO (SMELTER),2,SIERRA
190112,PASCO,PASCO,VICCO,VICCO,2,SIERRA
190113,PASCO,PASCO,YANACANCHA,YANACANCHA,2,SIERRA
190201,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,YANAHUANCA,2,SIERRA
190202,PASCO,DANIEL ALCIDES CARRION,CHACAYAN,CHACAYAN,2,SIERRA
190203,PASCO,DANIEL ALCIDES CARRION,GOYLLARISQUIZGA,GOYLLARISQUIZGA,2,SIERRA
190204,PASCO,DANIEL ALCIDES CARRION,PAUCAR,PAUCAR,2,SIERRA
190205,PASCO,DANIEL ALCIDES CARRION,SAN PEDRO DE PILLAO,SAN PEDRO DE PILLAO,2,SIERRA
190206,PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,SANTA ANA DE TUSI,2,SIERRA
190207,PASCO,DANIEL ALCIDES CARRION,TAPUC,TAPUC,2,SIERRA
190208,PASCO,DANIEL ALCIDES CARRION,VILCABAMBA,VILCABAMBA,2,SIERRA
190301,PASCO,OXAPAMPA,OXAPAMPA,OXAPAMPA,3,SELVA ALTA
190302,PASCO,OXAPAMPA,CHONTABAMBA,CHONTABAMBA,3,SELVA ALTA
190303,PASCO,OXAPAMPA,HUANCABAMBA,HUANCABAMBA,3,SELVA ALTA
190304,PASCO,OXAPAMPA,PALCAZU,ISCOZACIN,4,SELVA BAJA
190305,PASCO,OXAPAMPA,POZUZO,POZUZO,3,SELVA ALTA
190306,PASCO,OXAPAMPA,PUERTO BERMUDEZ,PUERTO BERMUDEZ,4,SELVA BAJA
190307,PASCO,OXAPAMPA,VILLA RICA,VILLA RICA,3,SELVA ALTA
190308,PASCO,OXAPAMPA,CONSTITUCION,CONSTITUCIÓN,4,SELVA BAJA
200101,PIURA,PIURA,PIURA,PIURA,1,COSTA
200104,PIURA,PIURA,CASTILLA,CASTILLA,1,COSTA
200105,PIURA,PIURA,CATACAOS,CATACAOS,1,COSTA
200107,PIURA,PIURA,CURA MORI,CUCUNGARA,1,COSTA
200108,PIURA,PIURA,EL TALLAN,SINCHAO,1,COSTA
200109,PIURA,PIURA,LA ARENA,LA ARENA,1,COSTA
200110,PIURA,PIURA,LA UNION,LA UNION,1,COSTA
200111,PIURA,PIURA,LAS LOMAS,LAS LOMAS,1,COSTA
200114,PIURA,PIURA,TAMBO GRANDE,TAMBO GRANDE,1,COSTA
200115,PIURA,PIURA,VEINTISEIS DE OCTUBRE,SAN MARTIN,1,COSTA
200201,PIURA,AYABACA,AYABACA,AYABACA,2,SIERRA
200202,PIURA,AYABACA,FRIAS,FRIAS,1,COSTA
200203,PIURA,AYABACA,JILILI,JILILI,1,COSTA
200204,PIURA,AYABACA,LAGUNAS,LAGUNAS,2,SIERRA
200205,PIURA,AYABACA,MONTERO,MONTERO,1,COSTA
