cod_pedido,cod_representante,cod_empleado,cod_pedido_tipo,cod_pedido_estado,fecha_registro,cod_ticket
732,106,340,V,P,2019-08-07,732
733,310,218,A,F,2021-10-12,733
734,207,301,A,P,2021-04-05,734
735,209,243,A,P,2022-01-19,735
736,297,161,A,A,2021-10-11,736
737,352,418,A,R,2023-03-24,737
738,429,434,A,P,2023-12-03,738
739,55,293,A,P,2023-08-03,739
740,536,427,V,R,2020-06-22,740
741,79,198,A,R,2020-01-08,741
742,434,223,V,R,2023-02-06,742
743,605,289,A,F,2023-09-17,743
744,426,474,V,F,2023-09-30,744
745,28,173,V,P,2023-10-14,745
746,539,7,V,P,2024-04-20,746
747,417,123,A,P,2022-09-17,747
748,563,373,A,R,2024-03-03,748
749,317,196,A,R,2024-04-23,749
750,283,23,V,F,2023-05-24,750
751,185,229,A,R,2021-11-12,751
752,553,294,V,A,2021-05-02,752
753,615,2,A,R,2022-04-04,753
754,114,333,A,R,2021-04-23,754
755,86,122,A,F,2022-07-14,755
756,514,484,A,R,2021-01-18,756
757,257,18,A,P,2023-06-17,757
758,293,315,V,A,2019-01-24,758
759,9,392,A,P,2021-06-18,759
760,549,359,V,P,2021-02-20,760
761,114,2,A,A,2021-06-15,761
762,87,141,V,P,2023-01-30,762
763,48,473,A,A,2023-04-12,763
764,190,53,A,P,2021-03-29,764
765,619,376,V,P,2022-01-17,765
766,184,374,V,R,2023-08-06,766
767,338,324,V,A,2020-07-16,767
768,264,19,V,R,2022-05-21,768
769,100,396,V,A,2023-09-09,769
770,227,377,V,A,2022-10-21,770
771,158,395,V,P,2019-07-01,771
772,125,497,V,P,2020-12-17,772
773,577,428,V,P,2020-04-04,773
774,221,276,V,R,2023-08-02,774
775,288,288,V,A,2021-09-26,775
776,138,118,A,R,2023-05-13,776
777,568,147,V,R,2020-10-28,777
778,602,389,V,F,2024-03-29,778
779,292,203,V,P,2019-10-08,779
780,502,309,A,R,2021-11-16,780
781,154,169,V,P,2023-10-27,781
782,253,278,V,A,2023-08-31,782
783,121,85,V,P,2020-10-23,783
784,204,309,V,P,2019-07-08,784
785,62,181,A,P,2019-10-02,785
786,158,222,V,A,2019-06-13,786
787,131,218,V,P,2020-06-15,787
788,470,32,V,R,2022-06-26,788
789,239,119,V,A,2020-04-13,789
790,236,259,V,P,2023-07-23,790
791,580,473,V,F,2020-03-12,791
792,93,421,A,A,2020-07-17,792
793,30,74,A,A,2021-04-21,793
794,114,108,A,F,2023-05-17,794
795,570,345,A,P,2022-05-19,795
796,284,474,V,A,2019-02-25,796
797,208,133,V,R,2020-01-31,797
798,320,110,V,P,2020-04-08,798
799,249,354,V,F,2023-11-10,799
800,408,218,A,F,2021-10-01,800
801,532,2,A,P,2019-04-24,801
802,339,344,A,F,2024-02-07,802
803,594,257,A,A,2023-12-04,803
804,41,19,A,F,2019-10-15,804
805,302,499,V,R,2022-03-24,805
806,34,262,A,R,2022-05-02,806
807,218,71,V,A,2020-11-04,807
808,98,214,A,R,2023-07-30,808
809,417,431,V,R,2023-05-22,809
810,599,495,A,A,2023-09-30,810
811,397,499,V,P,2021-12-18,811
812,54,353,V,R,2020-09-04,812
813,545,127,V,A,2020-02-29,813
814,556,146,V,R,2024-02-22,814
815,613,276,A,A,2024-04-30,815
816,571,435,V,R,2021-07-25,816
817,168,112,A,R,2020-05-05,817
818,382,58,A,F,2023-09-29,818
819,79,196,A,A,2022-03-28,819
820,29,208,V,A,2021-07-03,820
821,111,184,A,P,2020-11-04,821
822,220,465,A,A,2023-06-08,822
823,258,293,A,R,2022-02-20,823
824,462,234,A,P,2022-07-05,824
825,474,61,V,R,2019-02-05,825
826,446,112,V,P,2020-03-09,826
827,112,79,A,R,2021-06-02,827
828,395,105,A,A,2024-01-19,828
829,57,249,A,P,2022-04-08,829
830,196,269,V,F,2021-09-19,830
831,602,140,A,F,2019-03-04,831
832,73,57,V,R,2021-11-09,832
833,257,194,A,A,2024-02-24,833
834,427,253,V,R,2024-02-29,834
835,282,77,A,R,2021-01-23,835
836,215,220,A,F,2022-10-10,836
837,219,456,V,P,2022-12-18,837
838,516,461,A,A,2019-06-10,838
839,406,160,A,F,2022-05-17,839
840,469,138,V,A,2022-10-24,840
841,237,466,A,F,2024-05-31,841
842,445,112,V,A,2019-01-21,842
843,549,112,V,A,2019-04-17,843
844,415,286,V,A,2024-02-19,844
845,200,316,A,A,2023-09-14,845
846,132,442,V,F,2020-07-16,846
847,50,2,V,P,2021-10-02,847
848,452,188,V,A,2024-05-10,848
849,458,306,V,P,2022-05-16,849
850,466,34,A,R,2022-10-11,850
851,426,356,V,R,2021-04-24,851
852,609,139,V,P,2020-11-15,852
853,75,102,V,R,2022-09-21,853
854,430,213,V,R,2022-10-24,854
855,209,227,V,P,2023-06-29,855
856,388,427,V,A,2021-01-29,856
857,308,238,V,A,2021-01-30,857
858,453,364,A,A,2022-05-27,858
859,568,450,A,A,2020-07-10,859
860,374,179,A,A,2021-11-08,860
861,239,111,V,R,2023-03-23,861
862,234,298,A,A,2020-04-01,862
863,437,129,A,A,2019-09-06,863
864,254,59,V,P,2024-01-01,864
865,491,374,A,A,2023-03-17,865
866,206,121,V,A,2020-12-10,866
867,567,139,V,P,2019-04-13,867
868,455,17,V,P,2019-04-10,868
869,299,237,A,R,2022-11-23,869
870,8,57,V,P,2023-01-31,870
871,125,493,A,A,2024-04-08,871
872,458,27,V,P,2023-11-03,872
873,370,393,A,R,2020-02-29,873
874,307,188,A,P,2023-05-11,874
875,296,491,A,R,2022-12-16,875
876,536,308,V,A,2021-06-29,876
877,582,142,V,F,2022-01-20,877
878,120,352,A,A,2023-12-16,878
879,557,268,V,R,2024-04-02,879
880,523,228,A,R,2022-05-11,880
881,460,366,V,R,2024-04-21,881
882,256,416,A,A,2022-01-03,882
883,219,113,A,A,2020-04-27,883
884,270,426,A,A,2023-12-29,884
885,200,110,V,R,2024-05-24,885
886,175,476,A,A,2021-04-17,886
887,352,45,A,A,2023-08-04,887
888,169,137,V,A,2023-10-07,888
889,4,369,V,F,2024-01-27,889
890,198,262,V,P,2020-05-14,890
891,444,96,V,P,2022-05-09,891
892,171,117,V,A,2019-04-20,892
893,508,491,V,A,2024-03-26,893
894,320,203,V,F,2022-09-03,894
895,81,432,A,P,2022-10-11,895
896,313,482,A,A,2020-05-17,896
897,258,365,V,P,2020-08-29,897
898,139,243,V,R,2023-06-13,898
899,197,84,V,F,2023-02-07,899
900,251,410,V,A,2019-07-23,900
901,140,80,A,R,2022-12-12,901
902,504,424,A,F,2023-08-01,902
903,530,385,V,P,2022-10-04,903
904,302,114,V,A,2022-09-21,904
905,489,498,A,P,2022-06-14,905
906,427,124,A,F,2019-06-22,906
907,562,74,V,R,2021-03-17,907
908,84,126,V,R,2020-08-23,908
909,10,85,A,R,2022-08-04,909
910,429,343,V,R,2021-11-02,910
911,29,499,A,F,2023-12-16,911
912,234,269,A,A,2023-06-11,912
913,95,31,V,P,2022-02-04,913
914,321,42,A,A,2021-02-02,914
915,387,497,A,R,2023-02-25,915
916,131,174,A,F,2022-06-20,916
917,479,114,A,F,2022-07-04,917
918,25,253,A,R,2022-11-29,918
919,122,23,V,P,2024-02-11,919
920,47,194,A,F,2021-05-07,920
921,3,441,V,R,2020-06-30,921
922,101,422,V,F,2023-10-13,922
923,530,331,V,P,2023-06-03,923
924,573,208,A,R,2021-10-26,924
925,245,21,V,F,2021-04-10,925
926,484,377,A,F,2024-02-23,926
927,615,364,A,A,2021-12-24,927
928,261,218,A,P,2019-04-02,928
929,241,16,A,F,2019-11-05,929
930,428,291,A,P,2023-09-11,930
931,370,230,A,A,2020-10-16,931
932,124,54,V,R,2022-06-11,932
933,352,115,V,F,2023-01-17,933
934,347,269,V,P,2021-02-12,934
935,196,123,A,R,2021-02-09,935
936,31,302,A,R,2021-11-15,936
937,422,72,V,P,2020-07-03,937
938,442,436,V,A,2020-09-23,938
939,446,245,A,A,2021-08-03,939
940,336,474,V,A,2021-11-13,940
941,159,61,A,R,2020-08-12,941
942,158,68,A,F,2022-06-05,942
943,2,486,A,A,2019-11-27,943
944,375,115,V,P,2023-05-06,944
945,429,476,V,F,2020-12-13,945
946,453,237,A,R,2022-02-04,946
947,570,389,A,P,2021-02-24,947
948,597,145,A,P,2020-01-29,948
949,332,311,V,A,2020-01-04,949
950,438,490,A,P,2020-07-14,950
951,21,78,V,P,2021-05-26,951
952,92,156,V,R,2022-05-12,952
953,391,298,A,P,2019-10-19,953
954,87,255,A,A,2020-03-09,954
955,295,452,V,A,2019-02-27,955
956,617,262,A,P,2022-01-23,956
957,272,298,V,A,2023-04-15,957
958,282,152,A,A,2023-12-29,958
959,206,19,A,P,2019-02-16,959
960,329,168,A,P,2021-05-17,960
961,230,76,V,P,2019-02-21,961
962,443,256,A,A,2019-05-12,962
963,324,416,A,P,2021-10-27,963
964,318,228,A,A,2019-09-08,964
965,477,64,A,F,2023-10-04,965
966,268,37,A,R,2020-02-14,966
967,214,495,V,P,2019-01-24,967
968,324,348,V,A,2019-06-21,968
969,137,37,A,P,2022-10-12,969
970,405,444,A,F,2021-01-04,970
971,168,49,V,R,2022-08-28,971
972,603,235,V,F,2024-02-05,972
973,517,241,V,A,2023-06-08,973
974,576,198,V,R,2020-10-31,974
975,517,19,A,A,2022-06-04,975
976,181,361,V,R,2022-03-31,976
977,595,345,V,R,2023-02-28,977
978,147,50,A,P,2021-12-08,978
979,573,464,A,R,2024-04-12,979
980,253,233,V,R,2022-10-13,980
981,378,385,A,P,2022-01-17,981
982,254,389,A,A,2023-04-21,982
983,48,131,V,R,2021-09-30,983
984,212,307,A,A,2022-05-05,984
985,492,184,V,R,2019-02-21,985
986,283,402,V,A,2022-01-18,986
987,307,243,V,A,2021-11-07,987
988,615,71,A,A,2021-10-16,988
989,547,124,V,A,2024-04-26,989
990,387,298,A,P,2022-06-28,990
991,162,237,A,A,2020-12-11,991
992,148,418,V,P,2021-05-29,992
993,115,402,V,R,2022-09-26,993
994,46,156,A,R,2021-09-15,994
995,169,468,A,R,2019-03-06,995
996,580,30,V,R,2022-05-15,996
997,584,10,V,F,2019-03-21,997
998,540,247,A,F,2020-09-27,998
999,383,206,A,P,2019-09-08,999
1000,20,324,V,F,2024-03-30,1000
1001,351,176,V,A,2023-04-16,1001
1002,148,261,A,F,2019-09-18,1002
1003,259,404,V,P,2022-09-25,1003
1004,358,120,A,R,2021-01-30,1004
1005,177,90,A,R,2022-06-19,1005
1006,601,444,V,F,2019-11-08,1006
1007,350,205,A,F,2020-05-14,1007
1008,67,4,A,P,2022-02-13,1008
1009,289,137,V,P,2023-03-23,1009
1010,318,326,V,R,2021-06-11,1010
1011,126,69,A,F,2020-09-02,1011
1012,362,177,V,A,2020-12-20,1012
1013,38,353,A,P,2021-12-06,1013
1014,451,420,A,F,2021-02-03,1014
1015,398,463,V,A,2021-06-22,1015
1016,265,92,A,R,2020-06-28,1016
1017,43,410,A,P,2020-02-01,1017
1018,588,375,A,R,2019-06-09,1018
1019,53,123,V,P,2023-01-08,1019
1020,337,327,A,P,2022-06-15,1020
1021,472,490,V,R,2023-02-20,1021
1022,486,312,A,P,2023-10-05,1022
1023,569,468,A,A,2019-02-05,1023
1024,478,91,V,R,2021-06-03,1024
1025,210,40,V,F,2023-12-10,1025
1026,547,189,V,F,2023-04-14,1026
1027,604,404,A,R,2019-08-24,1027
1028,502,352,A,R,2020-12-19,1028
1029,284,219,A,R,2022-05-16,1029
1030,516,165,A,R,2022-04-13,1030
1031,123,437,A,P,2024-05-03,1031
1032,429,36,V,P,2022-07-28,1032
1033,462,75,A,R,2022-05-22,1033
1034,356,424,V,R,2021-07-12,1034
1035,335,195,A,R,2023-08-23,1035
1036,375,487,A,R,2022-07-24,1036
1037,95,414,A,A,2020-01-23,1037
1038,340,2,A,F,2019-05-15,1038
1039,435,70,V,A,2024-03-04,1039
1040,116,284,A,R,2022-07-29,1040
1041,11,166,V,F,2019-03-29,1041
1042,188,24,A,F,2019-01-16,1042
1043,407,422,V,P,2021-01-19,1043
1044,160,254,A,P,2021-12-08,1044
1045,158,286,A,P,2022-08-07,1045
1046,100,471,A,R,2024-05-13,1046
1047,523,88,A,A,2022-11-10,1047
1048,495,33,V,A,2023-05-31,1048
1049,145,459,V,A,2021-10-17,1049
1050,530,20,V,P,2023-05-26,1050
1051,469,95,V,R,2019-06-30,1051
1052,44,241,V,A,2024-04-15,1052
1053,457,160,V,F,2022-11-04,1053
1054,327,446,A,F,2023-06-15,1054
1055,94,356,V,R,2023-01-23,1055
1056,600,441,A,P,2019-08-28,1056
1057,476,432,V,P,2022-05-20,1057
1058,367,488,A,F,2020-10-27,1058
1059,481,76,A,A,2020-03-06,1059
1060,445,345,V,R,2021-01-12,1060
1061,40,29,A,P,2023-09-15,1061
1062,17,404,A,F,2020-12-14,1062
1063,467,69,V,A,2023-09-25,1063
1064,319,415,V,P,2024-05-19,1064
1065,200,135,A,P,2021-04-20,1065
1066,550,437,A,R,2024-01-16,1066
1067,137,45,V,P,2019-04-19,1067
1068,150,152,A,P,2019-06-26,1068
1069,533,100,V,P,2019-03-10,1069
1070,513,237,V,R,2023-10-03,1070
1071,220,418,A,A,2019-05-07,1071
1072,24,173,A,F,2021-06-15,1072
1073,602,64,V,F,2023-03-09,1073
1074,340,290,V,R,2021-11-08,1074
1075,563,298,A,A,2019-09-28,1075
1076,285,313,A,P,2019-07-28,1076
1077,549,263,V,P,2024-04-29,1077
1078,75,119,V,A,2023-03-05,1078
1079,141,336,V,A,2021-08-09,1079
1080,573,333,A,P,2020-07-06,1080
1081,531,73,V,F,2022-01-27,1081
1082,27,460,V,R,2023-08-15,1082
1083,169,23,A,F,2023-05-08,1083
1084,38,160,A,P,2021-08-01,1084
1085,322,250,V,F,2022-08-31,1085
1086,385,412,V,A,2024-03-14,1086
1087,285,273,V,F,2020-01-12,1087
1088,102,135,V,F,2020-01-16,1088
1089,560,440,V,P,2021-02-21,1089
1090,347,189,V,R,2019-09-26,1090
1091,255,460,V,F,2023-02-03,1091
1092,84,186,A,P,2020-10-01,1092
1093,166,216,V,A,2020-09-02,1093
1094,405,402,A,F,2019-03-26,1094
1095,551,83,A,A,2023-04-30,1095
1096,274,489,A,A,2019-11-10,1096
1097,280,179,V,P,2021-07-09,1097
1098,586,316,A,A,2023-04-02,1098
1099,290,152,V,F,2022-07-22,1099
1100,105,29,V,A,2022-07-29,1100
1101,412,342,A,A,2021-02-18,1101
1102,173,89,V,P,2024-02-03,1102
1103,425,104,A,F,2022-03-18,1103
1104,597,165,A,R,2020-01-18,1104
1105,366,398,A,P,2019-04-24,1105
1106,317,396,V,R,2019-03-23,1106
1107,471,15,A,R,2022-03-05,1107
1108,538,459,A,R,2021-04-14,1108
1109,88,284,V,F,2022-04-08,1109
1110,312,287,A,F,2023-02-23,1110
1111,610,356,V,F,2020-04-22,1111
1112,53,43,A,P,2023-09-07,1112
1113,339,122,A,R,2019-11-17,1113
1114,390,412,V,P,2019-09-12,1114
1115,362,58,A,P,2023-08-02,1115
1116,335,444,V,R,2020-10-19,1116
1117,425,423,A,F,2019-08-01,1117
1118,80,195,A,R,2021-04-10,1118
1119,479,254,V,F,2023-04-22,1119
1120,340,53,A,R,2019-08-05,1120
1121,600,234,A,F,2022-07-20,1121
1122,50,414,V,P,2019-04-01,1122
1123,29,331,V,P,2020-05-18,1123
1124,349,182,A,P,2023-10-24,1124
1125,139,381,V,F,2021-11-03,1125
1126,477,48,A,A,2019-09-13,1126
1127,496,460,V,A,2023-09-22,1127
1128,446,471,A,R,2022-01-21,1128
1129,218,482,A,R,2019-02-21,1129
1130,253,151,V,P,2021-12-19,1130
1131,232,315,A,A,2019-08-11,1131
1132,400,213,A,F,2023-07-20,1132
1133,507,86,V,A,2024-02-24,1133
1134,314,230,V,F,2023-02-02,1134
1135,247,50,A,F,2021-12-23,1135
1136,178,149,A,F,2023-09-06,1136
1137,163,155,V,A,2021-03-13,1137
1138,346,255,A,F,2022-01-06,1138
1139,302,89,A,R,2022-10-27,1139
1140,349,132,V,P,2023-01-14,1140
1141,524,86,A,R,2023-05-25,1141
1142,311,254,A,F,2019-10-24,1142
1143,279,303,V,R,2020-10-25,1143
1144,586,476,A,P,2021-08-13,1144
1145,424,102,V,R,2019-11-21,1145
1146,301,435,V,R,2019-02-01,1146
1147,10,225,A,A,2020-11-02,1147
1148,91,494,A,P,2023-11-21,1148
1149,503,358,A,A,2019-06-29,1149
1150,537,481,A,P,2020-03-21,1150
1151,457,80,V,R,2023-06-25,1151
1152,526,28,V,F,2020-04-06,1152
1153,111,287,A,R,2021-10-22,1153
1154,568,68,V,P,2021-04-17,1154
1155,106,348,V,F,2021-01-22,1155
1156,26,427,A,F,2023-09-27,1156
1157,498,377,V,P,2020-12-03,1157
1158,175,344,A,P,2021-06-09,1158
1159,612,172,V,R,2019-12-26,1159
1160,216,151,V,A,2019-10-24,1160
1161,340,353,A,F,2022-08-05,1161
1162,23,305,A,R,2024-04-12,1162
1163,354,160,A,A,2023-07-07,1163
1164,390,411,A,F,2019-06-29,1164
1165,144,247,V,R,2019-09-19,1165
1166,81,176,V,P,2024-04-02,1166
1167,273,338,V,A,2020-09-22,1167
1168,612,299,A,A,2023-10-14,1168
1169,446,269,A,A,2021-12-04,1169
1170,94,40,A,R,2024-02-19,1170
1171,159,27,V,A,2019-05-03,1171
1172,225,429,V,P,2019-07-03,1172
1173,385,243,V,P,2019-07-12,1173
1174,295,398,V,F,2021-04-05,1174
1175,362,145,A,F,2023-06-24,1175
1176,199,327,A,P,2021-01-28,1176
1177,309,357,A,R,2019-02-20,1177
1178,44,360,V,F,2021-01-14,1178
1179,76,165,A,A,2021-11-29,1179
1180,401,30,V,F,2021-09-24,1180
1181,227,190,A,R,2020-09-03,1181
1182,332,144,V,P,2019-12-08,1182
1183,146,375,A,F,2022-03-24,1183
1184,227,102,V,A,2019-12-16,1184
1185,69,47,V,R,2020-01-01,1185
1186,499,352,A,R,2021-07-26,1186
1187,416,101,V,F,2023-08-08,1187
1188,524,21,V,P,2022-09-03,1188
1189,544,125,A,A,2023-08-04,1189
1190,263,227,V,A,2019-03-20,1190
1191,544,398,V,A,2019-11-09,1191
1192,266,9,V,A,2019-10-26,1192
1193,236,298,V,R,2021-04-26,1193
1194,573,328,V,P,2020-12-05,1194
1195,605,120,A,A,2023-09-18,1195
1196,225,365,V,A,2021-08-08,1196
1197,100,281,A,R,2022-05-10,1197
1198,604,277,A,A,2021-04-09,1198
1199,394,438,V,P,2020-12-25,1199
1200,177,367,V,A,2020-12-13,1200
1201,160,443,V,A,2023-07-23,1201
1202,430,382,V,R,2024-05-20,1202
1203,572,356,V,F,2023-07-30,1203
1204,437,166,A,R,2020-09-03,1204
1205,13,338,V,F,2019-04-05,1205
1206,221,468,A,P,2023-07-13,1206
1207,248,214,A,A,2024-02-26,1207
1208,152,12,A,P,2021-09-27,1208
1209,277,15,V,R,2022-11-28,1209
1210,203,208,A,A,2023-05-28,1210
1211,617,57,V,R,2022-03-10,1211
1212,527,401,A,A,2021-04-17,1212
1213,468,365,A,A,2019-05-28,1213
1214,141,65,A,P,2021-02-26,1214
1215,204,248,V,P,2023-10-04,1215
1216,237,157,A,F,2021-05-20,1216
1217,145,475,A,F,2019-12-01,1217
1218,454,78,V,P,2020-06-02,1218
1219,564,67,V,A,2021-06-27,1219
1220,207,371,A,R,2023-05-29,1220
1221,438,29,V,P,2019-10-08,1221
1222,1,110,A,P,2020-04-24,1222
1223,606,86,V,R,2022-01-22,1223
1224,519,384,V,R,2021-08-10,1224
1225,292,450,V,A,2024-05-08,1225
1226,553,355,V,P,2022-07-24,1226
1227,180,441,V,R,2021-06-17,1227
1228,385,230,A,F,2020-01-16,1228
1229,216,28,V,P,2021-10-08,1229
1230,88,441,A,R,2019-03-10,1230
1231,39,203,V,R,2019-05-13,1231
1232,480,248,V,F,2019-12-02,1232
1233,452,258,A,R,2021-02-10,1233
1234,363,431,V,F,2021-08-06,1234
1235,368,467,V,R,2022-10-30,1235
1236,494,170,V,A,2023-03-01,1236
1237,260,33,V,R,2021-11-23,1237
1238,580,42,V,F,2022-09-05,1238
1239,128,126,V,P,2020-11-23,1239
1240,370,249,V,P,2020-07-02,1240
1241,388,149,A,P,2019-11-04,1241
1242,430,317,V,A,2023-08-22,1242
1243,138,455,V,F,2023-01-16,1243
1244,387,446,A,P,2021-08-31,1244
1245,230,260,V,P,2019-10-20,1245
1246,394,496,V,R,2024-03-12,1246
1247,159,107,V,R,2023-11-09,1247
1248,536,20,V,F,2023-10-22,1248
1249,361,19,V,R,2020-07-25,1249
1250,370,124,A,A,2019-12-14,1250
1251,202,381,A,A,2024-05-25,1251
1252,552,332,A,F,2022-06-07,1252
1253,91,288,V,R,2022-01-16,1253
1254,613,357,V,R,2021-09-15,1254
1255,553,366,V,P,2023-07-05,1255
1256,385,330,V,P,2019-12-01,1256
1257,322,367,A,F,2019-08-29,1257
1258,564,384,V,P,2019-03-21,1258
1259,540,418,V,P,2019-10-25,1259
1260,85,421,A,A,2023-07-09,1260
1261,611,47,A,R,2021-10-17,1261
1262,212,425,V,P,2022-08-27,1262
1263,427,435,A,A,2021-06-25,1263
1264,453,214,V,P,2020-09-28,1264
1265,330,355,A,A,2022-10-11,1265
1266,155,362,V,P,2021-12-25,1266
1267,569,104,V,R,2024-04-27,1267
1268,244,42,A,R,2022-10-22,1268
1269,189,268,A,F,2023-12-05,1269
1270,177,37,A,F,2023-04-29,1270
1271,238,421,A,P,2021-02-08,1271
1272,564,206,A,A,2023-07-10,1272
1273,517,258,V,A,2020-10-07,1273
1274,405,32,A,A,2021-02-28,1274
1275,125,394,A,R,2024-04-30,1275
1276,463,163,V,R,2019-03-23,1276
1277,404,335,V,F,2023-05-07,1277
1278,90,118,V,R,2024-01-11,1278
1279,303,398,A,P,2023-04-02,1279
1280,83,213,A,A,2019-10-14,1280
1281,381,21,V,R,2024-04-21,1281
1282,404,466,V,F,2021-11-02,1282
1283,226,470,V,F,2021-03-09,1283
1284,255,256,A,R,2020-03-31,1284
1285,7,331,V,F,2021-10-19,1285
1286,372,272,V,R,2024-03-24,1286
1287,385,356,A,R,2023-05-19,1287
1288,76,392,V,R,2021-01-15,1288
1289,26,400,A,R,2019-04-20,1289
1290,153,250,A,P,2023-11-08,1290
1291,85,212,A,A,2019-05-02,1291
1292,369,122,V,R,2021-11-02,1292
1293,224,467,V,F,2021-02-04,1293
1294,105,113,A,F,2019-09-06,1294
1295,483,481,V,R,2020-06-30,1295
1296,129,405,A,P,2023-06-04,1296
1297,233,392,A,P,2023-10-29,1297
1298,204,58,V,P,2020-08-12,1298
1299,491,304,V,A,2022-09-12,1299
1300,246,21,A,A,2024-05-26,1300
1301,358,261,A,F,2022-09-16,1301
1302,412,66,A,A,2023-02-04,1302
1303,619,321,A,F,2020-07-06,1303
1304,179,459,V,A,2023-06-21,1304
1305,22,262,V,R,2019-09-13,1305
1306,170,489,V,A,2021-07-27,1306
1307,488,473,V,P,2022-12-29,1307
1308,366,48,A,P,2020-06-11,1308
1309,315,466,V,R,2021-02-02,1309
1310,588,133,A,R,2020-06-22,1310
1311,512,190,V,R,2020-09-19,1311
1312,248,350,V,P,2021-04-30,1312
1313,213,344,A,P,2022-01-25,1313
1314,51,313,A,A,2020-08-18,1314
1315,104,54,V,P,2021-07-05,1315
1316,605,446,A,F,2023-08-29,1316
1317,220,473,A,P,2023-12-21,1317
1318,21,240,V,F,2021-01-20,1318
1319,333,108,V,P,2019-11-07,1319
1320,456,392,V,R,2023-07-02,1320
1321,467,225,A,A,2019-09-20,1321
1322,261,150,V,P,2020-12-12,1322
1323,584,486,V,A,2020-04-11,1323
1324,88,324,A,R,2021-09-26,1324
1325,264,118,V,F,2020-05-28,1325
1326,30,205,V,R,2022-09-27,1326
1327,258,329,V,P,2022-07-31,1327
1328,261,484,A,R,2024-03-21,1328
1329,372,175,V,F,2022-09-06,1329
1330,76,463,V,R,2019-02-04,1330
1331,30,215,V,P,2021-05-08,1331
1332,381,343,V,F,2022-07-08,1332
1333,540,189,V,R,2022-10-10,1333
1334,45,492,V,R,2020-09-12,1334
1335,231,178,A,R,2020-12-03,1335
1336,541,265,A,A,2022-09-16,1336
1337,511,362,V,A,2020-08-24,1337
1338,167,353,A,F,2019-10-05,1338
1339,62,372,A,A,2023-01-11,1339
1340,70,305,A,R,2019-03-10,1340
1341,233,207,A,A,2019-11-11,1341
1342,155,322,V,R,2021-12-09,1342
1343,511,369,V,A,2022-10-01,1343
1344,502,70,V,P,2022-12-08,1344
1345,146,430,V,R,2024-01-21,1345
1346,137,360,A,R,2022-04-02,1346
1347,345,158,V,P,2022-04-23,1347
1348,273,293,A,A,2021-01-13,1348
1349,509,79,A,R,2021-07-03,1349
1350,139,214,V,R,2019-01-04,1350
1351,460,266,V,R,2022-04-15,1351
1352,226,223,A,R,2019-11-06,1352
1353,230,308,V,A,2020-02-12,1353
1354,445,282,A,A,2020-01-26,1354
1355,472,419,A,A,2020-01-08,1355
1356,231,482,A,R,2021-01-31,1356
1357,424,4,A,P,2019-02-12,1357
1358,10,278,A,P,2023-11-26,1358
1359,346,147,V,R,2022-04-15,1359
1360,48,38,A,F,2022-08-21,1360
1361,536,383,A,R,2020-11-21,1361
1362,529,12,A,A,2024-03-04,1362
1363,257,403,V,R,2021-09-16,1363
1364,393,218,V,A,2021-11-15,1364
1365,534,37,A,R,2020-07-26,1365
1366,75,174,A,R,2020-03-31,1366
1367,297,42,A,A,2020-06-21,1367
1368,518,450,V,A,2021-05-01,1368
1369,103,366,V,A,2024-02-05,1369
1370,344,395,V,A,2022-09-15,1370
1371,542,363,A,P,2021-08-09,1371
1372,403,9,V,R,2021-10-05,1372
1373,480,33,V,P,2019-11-01,1373
1374,311,242,A,A,2019-08-31,1374
1375,55,165,A,P,2019-07-03,1375
1376,212,462,V,P,2022-07-02,1376
1377,153,322,A,P,2022-02-11,1377
1378,321,97,V,F,2023-07-21,1378
1379,400,290,V,R,2022-12-04,1379
1380,47,302,A,A,2021-08-29,1380
1381,294,249,A,P,2023-06-07,1381
1382,448,334,A,P,2024-01-27,1382
1383,22,106,A,P,2019-07-05,1383
1384,35,388,A,F,2022-06-26,1384
1385,301,241,V,A,2019-03-16,1385
1386,498,314,A,F,2019-06-15,1386
1387,381,433,A,P,2020-03-15,1387
1388,345,84,V,R,2020-10-15,1388
1389,386,30,V,A,2021-12-28,1389
1390,449,321,A,F,2022-04-19,1390
1391,76,223,V,A,2024-02-21,1391
1392,410,82,V,F,2021-06-14,1392
1393,549,446,A,R,2022-12-30,1393
1394,206,79,V,F,2020-05-11,1394
1395,299,51,A,F,2020-10-04,1395
1396,307,350,A,P,2021-04-18,1396
1397,235,71,A,R,2024-01-30,1397
1398,288,343,A,P,2020-06-05,1398
1399,351,289,V,F,2022-08-23,1399
1400,258,235,A,P,2020-03-26,1400
1401,535,396,V,R,2021-02-17,1401
1402,440,385,A,R,2020-07-23,1402
1403,136,403,A,R,2022-07-14,1403
1404,442,255,V,R,2021-03-04,1404
1405,232,29,A,P,2021-10-11,1405
1406,337,178,A,F,2019-10-18,1406
1407,270,27,A,P,2024-03-25,1407
1408,171,266,A,F,2020-10-18,1408
1409,62,409,A,A,2022-06-25,1409
1410,273,261,V,P,2024-05-06,1410
1411,526,69,A,A,2023-04-16,1411
1412,566,482,A,R,2022-09-12,1412
1413,230,261,A,F,2022-02-14,1413
1414,105,459,A,F,2019-12-22,1414
1415,508,32,V,F,2021-03-24,1415
1416,479,497,V,A,2022-07-17,1416
1417,49,6,V,A,2022-05-01,1417
1418,484,38,V,R,2023-09-20,1418
1419,383,150,A,P,2022-07-19,1419
1420,133,190,V,F,2020-05-17,1420
